,hostVID0 rtt Val,hostVID1 rtt Val,hostVID2 rtt Val,hostVID3 rtt Val,hostVID4 rtt Val,hostVID5 rtt Val,hostVID6 rtt Val,hostVID7 rtt Val,hostVID8 rtt Val,hostVID9 rtt Val,hostVID10 rtt Val,hostVID11 rtt Val,hostVID12 rtt Val,hostVID13 rtt Val,hostVID14 rtt Val,hostVID15 rtt Val,hostVID16 rtt Val,hostVID17 rtt Val,hostVID18 rtt Val,hostLVD0 rtt Val,hostLVD1 rtt Val,hostLVD2 rtt Val,hostLVD3 rtt Val,hostLVD4 rtt Val,hostLVD5 rtt Val,hostLVD6 rtt Val,hostLVD7 rtt Val,hostLVD8 rtt Val,hostLVD9 rtt Val,hostLVD10 rtt Val,hostLVD11 rtt Val,hostLVD12 rtt Val,hostLVD13 rtt Val,hostLVD14 rtt Val,hostLVD15 rtt Val,hostLVD16 rtt Val,hostLVD17 rtt Val,hostLVD18 rtt Val,hostFDO0 rtt Val,hostFDO1 rtt Val,hostFDO2 rtt Val,hostFDO3 rtt Val,hostFDO4 rtt Val,hostFDO5 rtt Val,hostFDO6 rtt Val,hostFDO7 rtt Val,hostFDO8 rtt Val,hostFDO9 rtt Val,hostFDO10 rtt Val,hostFDO11 rtt Val,hostFDO12 rtt Val,hostFDO13 rtt Val,hostFDO14 rtt Val,hostFDO15 rtt Val,hostFDO16 rtt Val,hostFDO17 rtt Val,hostFDO18 rtt Val,hostSSH0 rtt Val,hostSSH1 rtt Val,hostSSH2 rtt Val,hostSSH3 rtt Val,hostSSH4 rtt Val,hostSSH5 rtt Val,hostSSH6 rtt Val,hostSSH7 rtt Val,hostSSH8 rtt Val,hostSSH9 rtt Val,hostSSH10 rtt Val,hostSSH11 rtt Val,hostSSH12 rtt Val,hostSSH13 rtt Val,hostSSH14 rtt Val,hostSSH15 rtt Val,hostSSH16 rtt Val,hostSSH17 rtt Val,hostSSH18 rtt Val,hostSSH19 rtt Val,hostSSH20 rtt Val,hostSSH21 rtt Val,hostSSH22 rtt Val,hostSSH23 rtt Val,hostSSH24 rtt Val,hostSSH25 rtt Val,hostSSH26 rtt Val,hostSSH27 rtt Val,hostSSH28 rtt Val,hostSSH29 rtt Val,hostSSH30 rtt Val,hostSSH31 rtt Val,hostSSH32 rtt Val,hostSSH33 rtt Val,hostSSH34 rtt Val,hostSSH35 rtt Val,hostSSH36 rtt Val,hostSSH37 rtt Val,hostSSH38 rtt Val,hostSSH39 rtt Val,hostSSH40 rtt Val
0,0.0800366431999999,0.0800686604949999,0.0800318423999999,0.0800345846359999,0.0800703431399999,0.0801505631999999,0.080224612,0.0802126119999999,0.0800318423999999,0.0800318423999999,0.0800318423999999,0.0800427504469999,0.0800318423999999,0.0800318423999999,0.0800926919999999,0.0800318423999999,0.0800318423999999,0.0800318423999999,0.0800582088,0.0800972520399999,0.0802335727999999,0.0800318423999999,0.0800318423999999,0.0800318423999999,0.0800318423999999,0.0800318423999999,0.0800318423999999,0.0802290898389999,0.0802704831999999,0.0800318423999999,0.0800366431999999,0.0800318423999999,0.0800831577249999,0.0800318423999999,0.0800318423999999,0.0802704831999999,0.0800318423999999,0.0800366071999999,0.0800851223999999,0.0802291435239999,0.0800854927999999,0.0800851223999999,0.0800851223999999,0.080151682631,0.0802136527999999,0.0800918641199999,0.0802038431999999,0.0800851223999999,0.0801759745189999,0.0801517183999999,0.0800851223999999,0.0800851223999999,0.0802038431999999,0.0800960085689999,0.080238532,0.0800851223999999,0.0800851223999999,0.0804553075949999,0.0800374677559999,0.0800670819329999,0.080083682101,0.080024741102,0.0800341880409999,0.080186527669,0.080032437457,0.0800292693439999,0.080077570614,0.0823306533269999,0.0800585443759999,0.0801818923649999,0.0800781000779999,0.0801391709369999,0.0801012702579999,0.0800476148779999,0.0823617355969999,0.0802124816639999,0.0802609886429999,0.080331435182,0.0800952509219999,0.0801537851679999,0.0802500422569999,0.0802981237829999,0.0800943877349999,0.0801235141009999,0.0802977625659999,0.080130869864,0.0846374683239999,0.080156580758,0.080440246228,0.0806885785099999,0.0800949702279999,0.0839362275969999,0.0801019487199999,0.08012155659,0.0805366412969999,0.080101720983,0.080170549881,0.0800728720429999
1,0.0800833980229999,0.0803754079999999,0.0801166526349999,0.0800854079999999,0.0803710879999999,0.080054128,0.080175088,0.0801653279999999,0.0801514778049999,0.0801173292769999,0.0800318423999999,0.0800419679999999,0.0801416479999999,0.0801632246359999,0.0801564479999999,0.0801246127999999,0.0800512479999999,0.0801103474409999,0.0802649279999999,0.0800530879999999,0.080194288,0.080256049277,0.0800343326349999,0.0800474477839999,0.0801005327999999,0.0800314664,0.0802750663999999,0.0803714879999999,0.0800769279999999,0.0803987463999999,0.0805224263999999,0.0806461064,0.0800729279999999,0.080275968,0.0807697863999999,0.080154208,0.0808934664,0.0802378879999999,,,,,,,,,,,,,,,,,,,,0.08018632,0.0800963999999999,0.0803047999999999,0.0801323999999999,0.08008672,0.0802291199999999,0.08021512,0.0801391999999999,0.08025856,0.08019856,0.0821631999999999,0.0800613599999999,0.0800283999999999,0.0800173599999999,0.0801931999999999,0.08012368,0.08011176,0.08497984,0.0803557599999999,0.0801512799999999,0.08023984,0.0802223199999999,0.0845675999999999,0.0801876799999999,0.0800462399999999,0.0800276,0.08003968,0.0802163199999999,0.0802622399999999,0.08231488,0.0800952,0.0856121599999999,0.0801222399999999,0.0800392799999999,0.08231488,0.0802591199999999,0.0802415199999999,0.0802776,0.0801724,0.0801942399999999,0.0800677599999999
2,0.0823980799999999,0.0801416959999999,0.0801585199999999,0.0800900719999999,0.0801217359999999,0.0800690319999999,0.080087608,0.0801748079999999,0.0806146479999999,0.0801666,0.0802733759999999,0.0801579199999999,0.0800424799999999,0.080108648,0.0800897919999999,0.0802158399999999,0.0800944799999999,0.0800323039999999,0.0800507279999999,0.0801312311999999,0.0802549112,0.0803785911999999,0.0805022712,0.0806259511999999,0.0807496312,0.0808733111999999,0.0809969911999999,0.0811206711999999,0.0812443511999999,0.0813680311999999,0.0814917111999999,0.0816153911999999,0.0817390711999999,0.0818627512,0.0819864311999999,0.0821101112,0.0822337911999999,0.0823574712,,,,,,,,,,,,,,,,,,,,0.0803528,0.0810591199999999,0.0801691999999999,0.0800871199999999,0.0800658399999999,0.08410592,0.0802713599999999,0.0800705599999999,0.0800859999999999,0.0801280799999999,0.0804256799999999,0.0801376,0.08005328,0.0804199999999999,0.0801219999999999,0.0800707999999999,0.0801206399999999,0.0802513599999999,0.08022624,0.0803402399999999,0.0801451199999999,0.0837024799999999,0.0804408799999999,0.08006288,0.0800735199999999,0.0801003999999999,0.08019344,0.0825227999999999,0.08028008,0.0800835199999999,0.08038808,0.0803187999999999,0.0802163199999999,0.0813842399999999,0.08008672,0.0800632,0.0801063999999999,0.080182,0.0801587199999999,0.08026136,0.0800660799999999
3,0.0808970079999999,0.080033192,0.0805008959999999,0.084618944,0.0800946559999999,0.0800325839999999,0.0801963039999999,0.0823886,0.0800373759999999,0.0803905119999999,0.0800771439999999,0.0800604879999999,0.0800700719999999,0.080079544,0.0802201599999999,0.080197872,0.0801322879999999,0.0802588079999999,0.0801075039999999,0.0801411511999999,0.0802648311999999,0.0803885111999999,0.0805121911999999,0.0806358711999999,0.0807595512,0.0808832311999999,0.0810069112,0.0811305911999999,0.0812542712,0.0813779511999999,0.0815016311999999,0.0816253111999999,0.0817489911999999,0.0818726711999999,0.0819963511999999,0.0821200311999999,0.0822437111999999,0.0823673912,,,,,,,,,,,,,,,,,,,,0.0804339199999999,0.0828604799999999,0.0806475999999999,0.0800705599999999,0.0801124,0.0821664,0.0804217599999999,0.0800660799999999,0.08004864,0.0810137599999999,0.08017256,0.0802467999999999,0.0800915199999999,0.0801228799999999,0.0800276,0.0800424799999999,0.0801231199999999,0.0800352,0.0801691999999999,0.0804148799999999,0.0801763999999999,0.0804916799999999,0.0800662399999999,0.08017472,0.0802555199999999,0.0802108799999999,0.0801356,0.08285728,0.0801906399999999,0.0802160799999999,0.0800591999999999,0.0802556799999999,0.0825064799999999,0.0806175999999999,0.0802128799999999,0.0802360799999999,0.0839589599999999,0.08047904,0.0801039999999999,0.0802091199999999,0.0800516
4,0.0808336479999999,0.0804671519999999,0.0812137039999999,,0.0800329359999999,0.0800354399999999,,0.0800339359999999,0.080238312,0.0800377119999999,0.08014852,0.0801728639999999,0.080176144,0.080331072,0.080154056,0.0800658079999999,0.0801351919999999,0.0800939679999999,0.0803885919999999,0.0801337911999999,0.0802574711999999,0.0803811512,0.0805048311999999,0.0806285112,0.0807521911999999,0.0808758712,0.0809995511999999,0.0811232312,0.0812469111999999,0.0813705911999999,0.0814942711999999,0.0816179511999999,0.0817416311999999,0.0818653111999999,0.0819889911999999,0.0821126711999999,0.0800707439999999,0.0801314399999999,,,,,,,,,,,,,,,,,,,,0.0801659999999999,0.080346,0.0801007999999999,0.0803415199999999,0.0845943999999999,0.0804224799999999,0.0802891199999999,0.0800516,0.0802776,0.0802395999999999,0.0802252799999999,0.0800675999999999,0.0802069599999999,0.0802110399999999,0.0802295199999999,0.0802855999999999,0.08014192,0.08005112,0.0802097599999999,0.0850829599999999,0.0801033599999999,0.0803404,0.0803375999999999,0.0800899999999999,0.0803205599999999,0.08225424,0.0802038399999999,0.0803491999999999,0.0804921599999999,0.08007464,0.0801659999999999,0.0802463199999999,0.08048848,0.0800917599999999,0.0800778399999999,0.0800649599999999,0.08231488,0.0801643999999999,0.0800863199999999,0.0802745599999999,0.0800932
5,,,,,,,,,,,0.0801270159999999,,,0.0802560159999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804077599999999,0.08029448,0.0802062399999999,0.08405112,0.0821664,0.08017256,0.08021896,0.0800839999999999,0.0800652799999999,0.0800971199999999,0.08016808,0.0801623999999999,0.0801475199999999,0.0801691999999999,0.0800877599999999,0.0800589599999999,0.0801835199999999,0.0800503999999999,0.0801910399999999,0.0811183999999999,0.0801774399999999,0.0800260799999999,0.0801740799999999,0.0822510399999999,0.0803195999999999,0.0811183999999999,0.0801797599999999,0.08029448,0.08020984,0.0801260799999999,0.0800990399999999,0.08034784,0.0803435999999999,0.0800408799999999,0.0801260799999999,0.0804118399999999,0.0800899199999999,0.08036144,0.0801766399999999,0.0800377599999999,0.0822510399999999
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08022392,0.08054,0.08017984,0.0837885599999999,0.0804256799999999,0.0802284799999999,0.0805475999999999,0.0828598399999999,0.0804758399999999,0.0800524799999999,0.0801149599999999,0.0804147199999999,0.0803494399999999,0.08009304,0.0812475199999999,0.0808698399999999,0.0800934399999999,0.0801383199999999,0.0801704,0.08092504,0.0802804,0.0800824799999999,0.0805974399999999,0.0827163999999999,0.0800690399999999,0.0809218399999999,0.0801857599999999,0.0805367999999999,0.0804474399999999,0.0800392,0.0801910399999999,0.0801623199999999,0.0800260799999999,0.0801550399999999,0.0800359999999999,0.0801711199999999,0.08020968,0.08035544,0.0804426399999999,0.0801851999999999,0.0827131999999999
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08037088,0.0800394399999999,0.08016376,0.0805759999999999,0.0801335199999999,0.0801290399999999,0.0803261599999999,0.08267736,0.0801735999999999,0.08029384,0.08010016,0.0802597599999999,0.0801718399999999,0.08003208,0.0810793599999999,0.0801342399999999,0.0805041599999999,0.0800623199999999,0.0804187199999999,0.0808427999999999,0.0800613599999999,0.0801175199999999,0.0801391999999999,0.0801927999999999,0.0847920799999999,0.0808818399999999,0.0846051999999999,0.0800784799999999,0.0801825599999999,0.0800220799999999,0.0801671999999999,0.0804567199999999,0.08007928,0.0800738399999999,0.0800611199999999,0.08054464,0.0800810399999999,0.0821509599999999,0.0825631199999999,0.08008624,0.0802318399999999
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802076159999999,0.0801815359999999,0.0837770559999999,0.0806540159999999,0.0801048159999999,0.0801736959999999,0.080091456,0.0818917759999999,0.080320416,0.0803995359999999,0.0800582559999999,0.0801962559999999,0.0834869759999999,0.080050016,0.0817096159999999,0.0802032959999999,0.0802432959999999,,0.0836538559999999,0.080403056,0.0801050559999999,0.080091456,0.0802530559999999,0.0804614559999999,0.0852232159999999,0.0803640159999999,0.084471296,0.0801424959999999,0.0801594559999999,0.0801521759999999,0.0801244959999999,0.0801312959999999,0.080171296,0.0802470559999999,0.080113136,0.0804011359999999,0.0800628159999999,0.0824052959999999,0.0805384959999999,0.0800809759999999,0.0804224159999999
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08025408,0.0801502399999999,0.08044888,0.0801444,0.0802350399999999,0.0800700799999999,0.0820991199999999,0.0801827999999999,0.0804379999999999,0.0802012799999999,0.0804213599999999,0.08010248,0.0835903999999999,0.0802766399999999,0.0801645599999999,0.0821871999999999,0.0801482399999999,,0.0861279999999999,0.08052064,0.0817959199999999,0.0802701599999999,0.0801875199999999,0.08058592,0.08049728,0.08052064,0.0805332799999999,0.0801502399999999,0.0835732799999999,0.0801451199999999,0.0835823199999999,0.0800363999999999,0.0800376799999999,0.08009768,0.0801451199999999,0.0802163999999999,0.0800821599999999,0.0802274399999999,0.0800634399999999,0.0803679199999999,0.08058592
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08530192,0.08011008,0.08006024,0.0803449599999999,0.08010728,0.0800654399999999,0.0861140799999999,0.0800942399999999,0.0812869599999999,0.08027344,0.08072856,0.0801110399999999,0.0809037599999999,0.08043248,0.0803325599999999,0.0816508799999999,0.0800971199999999,,0.0802274399999999,0.0804911999999999,0.0830847999999999,0.0802303999999999,0.0802400799999999,0.0800852799999999,0.0814637599999999,0.0804943999999999,0.0800354399999999,0.0801132799999999,0.08049728,0.0801045599999999,0.0861279999999999,0.08018016,0.0802701599999999,0.080848,0.0801077599999999,0.0804907199999999,0.0801603999999999,0.08007864,0.0802483199999999,0.0805281599999999,0.0800884799999999
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804520799999999,0.0800312799999999,0.0802515199999999,0.0802063199999999,0.0801931999999999,0.08042456,0.0802274399999999,0.0800856799999999,0.0805222399999999,0.0804356799999999,0.0802550399999999,0.0822743199999999,0.0800566399999999,0.0808045599999999,0.0805238399999999,0.0803240799999999,0.0837298399999999,,0.0800754399999999,0.08025904,0.0805364799999999,0.0801447999999999,0.08023384,0.0802485599999999,0.0801803999999999,0.0802558399999999,0.0801834399999999,0.08002808,0.08146696,0.0802029599999999,0.0802306399999999,0.0800657599999999,0.0802335999999999,0.0800248799999999,0.0801997599999999,0.08227112,0.08002776,0.0802102399999999,0.0800549599999999,0.0806695199999999,0.0802453599999999
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800570399999999,0.0800507199999999,0.0800517599999999,0.0804287199999999,0.08006224,0.0807253599999999,0.0800722399999999,0.08024216,0.08022424,0.0808013599999999,0.0803233599999999,0.0846936799999999,0.0801113599999999,0.0821444799999999,0.080488,0.0800236799999999,0.0830816,,0.0802134399999999,0.0802433599999999,0.08003224,0.0801830399999999,0.08033856,0.0802856799999999,0.0801079199999999,0.0802465599999999,0.0802951999999999,0.08005392,0.0801772,0.08010992,0.0800754399999999,0.08012336,0.0801415999999999,0.0803001599999999,0.0801131199999999,0.0822956799999999,0.0801451199999999,0.0801676799999999,0.0801500799999999,0.0861419199999999,0.08028888
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802515199999999,0.0800854399999999,0.0801500799999999,0.0802015199999999,0.08042456,0.0802550399999999,0.08021664,0.0800522399999999,0.0800754399999999,0.0821444799999999,0.0805567999999999,0.0803240799999999,0.0800349599999999,0.0805699199999999,0.08025904,0.0801178399999999,0.0805364799999999,,0.0801676799999999,0.0801298399999999,0.0801834399999999,0.08007944,0.08126432,0.0803214399999999,0.08020952,0.0801298399999999,0.08024216,0.0800854399999999,0.0801111199999999,0.08033144,0.0802102399999999,0.08048832,0.0801862399999999,0.0800642399999999,0.08033144,0.08137616,0.0801109599999999,0.08010728,0.0800344799999999,0.0802274399999999,0.0803214399999999
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800549599999999,0.0822023199999999,0.0800376799999999,0.0808632799999999,0.08072856,0.0803265599999999,0.0801318399999999,0.0806811999999999,0.08021664,0.0805731199999999,0.08180656,0.0800268799999999,0.0802577599999999,0.08018864,0.0802465599999999,0.08005608,0.0800354399999999,,0.0800714399999999,0.0801868799999999,0.0802983999999999,0.0830473599999999,0.08078056,0.0801343199999999,0.0800271199999999,0.0801836799999999,0.0803821599999999,0.0821991199999999,0.08020952,0.0803097599999999,0.0801708799999999,0.08004216,0.08007944,0.0836828,0.0803065599999999,0.0807343999999999,0.08019656,0.0802230399999999,0.08014272,0.0800818399999999,0.08013112
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801110399999999,0.08198416,0.0801036799999999,0.0805573599999999,0.0802159999999999,0.0805177599999999,0.0800821599999999,0.0801159199999999,0.08012864,0.0801495999999999,0.0804600799999999,0.0800788,0.08012072,0.0801312799999999,0.0800907999999999,0.0800376799999999,0.0801444,,0.0802337599999999,0.0803442399999999,0.0802031199999999,0.08052728,0.0803324799999999,0.0805876799999999,0.0802062399999999,0.08038328,0.0802015199999999,0.0820231999999999,0.0800239199999999,0.08168912,0.0800682399999999,0.0802148,0.08304416,0.0803666399999999,0.0817281599999999,0.0801178399999999,0.0801163199999999,0.0802266399999999,0.0801232799999999,0.0802070399999999,0.0806267199999999
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804240159999999,,0.0803055359999999,,,,0.0802253759999999,0.0800179359999999,0.0801460959999999,0.0802720959999999,,0.0800864159999999,0.0801514559999999,0.0802138559999999,0.0801163359999999,0.080072896,0.080342096,,0.0804018559999999,,0.0802740959999999,,,,0.0804478559999999,,0.080369456,,0.0807207359999999,,0.0801863359999999,,,,,0.0802016959999999,,0.0800419359999999,0.080238736,0.0807765759999999,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0804251199999999,,0.0805966399999999,,,,0.0800588799999999,,0.08016144,0.0802594399999999,,0.0800811999999999,0.0802402399999999,0.0800293599999999,,0.08024944,0.08021912,,0.0801670399999999,,0.0802427199999999,,,,0.0805682399999999,,0.0801405599999999,,0.0801851999999999,,0.0800620799999999,,,,,0.0803904,,0.0801412799999999,0.0801519199999999,0.0804281599999999,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801476799999999,,0.0800319999999999,,,,0.08015912,,0.0800588799999999,0.0800293599999999,,0.08003488,0.0801452799999999,0.08004136,,0.08021976,0.08025024,,0.0801412799999999,,0.0804721599999999,,,,0.0801338399999999,,,,0.0803163999999999,,0.08015912,,,,,0.0804167999999999,,0.0802688,,0.0800522399999999,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08046696,,,,,,0.0802643999999999,,0.0801623199999999,0.0800445599999999,,0.0802526399999999,,0.0801568799999999,,0.0804009599999999,0.0802459199999999,,0.0801520799999999,,0.0801437599999999,,,,,,,,0.0801370399999999,,0.0802643999999999,,,,,0.0801295199999999,,,,0.0805524799999999,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0803949599999999,,,,,,0.0802623999999999,,0.0802612,0.0802736,,0.0802165599999999,,0.0804593599999999,,,0.08046896,,,,,,,,,,,,,,0.0802655999999999,,,,,0.0804628,,,,0.08005312,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802655999999999,0.0801888799999999,,0.0804009599999999,,0.0803262399999999,,,0.0801437599999999,,,,,,,,,,,,,,,,,,,0.0800379999999999,,,,0.08050424,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08032944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08014888,
